sample_ind,rho,sim_steps
141,2.272330606921267,923
142,3.206992459690577,923
143,3.4833965154315862,921
144,3.424348547502305,921
145,2.572394667448064,922
146,2.2321089008219133,919
147,3.2792059145193893,942
148,2.537421950512975,921
149,4.13864793726083,925
150,3.0609186837302538,944
151,2.2576766379377524,921
152,3.250802456013563,919
153,3.9457682922008352,925
154,2.5709666455116693,918
155,3.781817758540262,919
156,2.1620926864941534,922
157,3.304854750867131,948
158,2.847205480230082,919
159,-0.06511278424986777,313
160,4.1034060534421855,927
161,-0.05994075660188081,361
162,3.224907581334291,921
163,2.8891800226097013,953
164,2.6253706833478123,921
165,3.8187913090314964,922
166,2.2422131360029027,922
167,-0.009804931078260637,412
168,-0.0891903812556265,442
169,2.9961580725618937,947
170,3.4372537516048816,921
171,2.621380315100943,921
172,3.17175590368271,922
173,2.992527460184485,922
174,3.5303500188987496,943
175,3.2084308360922567,921
176,3.973389943147433,922
177,3.0892249499939695,918
178,3.365408586311691,922
179,3.4305367510066205,921
180,3.9865320756887677,921
181,2.2711515463233525,921
182,2.250826268547984,919
183,2.8621296664477125,921
184,-0.017113859899342998,367
185,3.786511973368137,918
186,2.2347138762380894,921
187,3.484696445112558,921
188,2.2776685219668167,922
189,3.5261988952943746,918
190,-0.01379529505636512,386
191,2.434620743212589,948
192,2.643761610673553,951
193,2.6425062443134895,950
194,2.2579328245228965,921
195,3.918349451418882,922
196,3.192694456482986,919
197,3.4024306392375205,940
198,3.614242983133529,918
